HoldOutSet,TorH,Team,TeamVS,tAbrev,vsAbrev,tType,tTeamVS,gType,rec,hInd,smGrp,hNgrp,aNnon,recW,recL,recT,recWpct,recWpctXwk,ELO,ELOchgPct,ELO13pct,vsrecW,vsrecL,vsrecT,vsrecWpct,vsrecWpctXwk,vsELO,vsELOchgPct,vsELO13pct,week,lookup,Home,Road,line,linesag,linepfz,lineARGH,lineavg,linepig,linenutshell,lineexcel,linedunk,linepyth,lineelo,lineeff,linesaggm,linel2,linel1,linel2h,linefox,lineca,lineesp2,linesagr,linesagpred,linepi,linemidweek,lineopen,linecurry,linemass,linekasulis,lineturner,linedonchess,linepim,linelog,linepugh,lineteamrank,linemedian,linekerns,linejens,lineash,lineffw,lineburd,linedok,linepib,linejens2,lineclean,linewhatif,lineespn,linerwp,linedwig,linegt,lineexcel2,linelinx,linestjohn,lineppg,linel2to,lineherbert,linepr,lineiron,linekalin,linestd,rscore,hscore,actLine,tPts,vsPts,aLnDiff,aLnFlip,tCnt,hCnt,aCnt
0,T,Kansas City,Denver,KC,DEN,AW,AW,A,3-0,0,1,0,0,3,0,0,1,4,1630,0.0062,1.2538,2,1,0,2,8,1454,-0.0109,1.1185,4,4Denver,Denver,Kansas City,-3.5,-3.34,-5.88,-4,-5.32,-4,-12.5,-4,-7.23,-7.42,-11.64,-1.73,-3.71,-2.96,-1,-6.76,-5,-3.5,-4.1,-4.06,-3.41,-5.2,-4,-5,-11.61,-5.7,-3.1,-1.89,-4.64,-5.8,0.19,-8.19,-2.1,-4.6,-9.8,-11.16,-3,-4,-11.1,-5.53,-6.3,-1.34,1,-4.4,-2.74,-7.66,-3.7,-2.5,-3,-5.38,-5.15,-17,2.51,-3.77,-6.5,-2.56,-3.73,3.645200077,27,23,-4,27,23,-0.5,0,3,1,2
0,T,Buffalo,Green Bay,BUF,GB,AE,NN,A,1-2,0,0,0,1,1,2,0,0.5,2,1503,0.0373,1.1562,1,1,1,1,4,1457,-0.0155,1.1208,4,4Green Bay,Green Bay,Buffalo,8.5,4.76,5.53,4,4.32,9,-7,2,5.1,10.97,0.15,7.36,5.42,-2.77,10.87,-7,9,8,9,1.15,7.37,7.8,9.5,11,0.17,0.35,7.9,4.53,4.97,8.7,6.21,2.97,9.2,4.65,0.9,-4.42,4,4,-3.3,9.54,7.5,1.64,5.5,2.6,9.57,-5.02,5.35,8.5,-2,-0.19,7.77,20.33,-4.97,9.03,9.4,2.77,3.08,5.187470657,0,22,22,0,22,13.5,0,3,1,2
0,T,Houston,Indianapolis,HOU,IND,AS,AS,A,0-3,0,1,0,0,0,3,0,0,0,1363,-0.0159,1.0485,1,2,0,0.5,2,1420,-0.0035,1.0923,4,4Indianapolis,Indianapolis,Houston,-1,4.46,10.37,5,6.02,2,22.5,1,8.82,7.75,11.1,5.02,6.31,5.36,3.13,-7,8,0,3.6,7.69,3.47,-0.1,1.5,2.5,9.96,4.07,5.7,10.99,3.58,-1.6,7,11.74,1.7,4.27,7.8,13.49,2,2,12.3,-0.09,0.5,0.85,-2.5,1.3,3.72,19.37,12.55,2.5,-2,11.3,7.28,2.33,-2.05,-1.15,0.6,3.97,4.82,6.327576997,37,34,-3,37,34,-2,0,3,1,2
0,T,N.Y. Jets,Jacksonville,NYJ,JAX,AE,AS,A,1-2,0,0,0,1,1,2,0,0.5,2,1437,-0.0144,1.1054,2,1,0,2,8,1556,-0.0133,1.1969,4,4Jacksonville,Jacksonville,N.Y. Jets,7,5.87,1.53,5,6.61,11,22.5,17,7,2.4,2.85,3.8,6.07,0.44,4,-7,9,7,8.3,4.95,6.33,6.8,7.5,9,15.21,9.47,9.2,7.3,9.52,6.8,7,0.92,7,6.98,-0.6,4.06,5,7,7.6,8.83,7,2.99,3.5,6.8,8.4,15.92,2.5,9,14,13.08,3.16,-4.67,6.97,3.93,7.5,5.72,7.79,5.45803542,12,31,19,12,31,12,0,3,1,2
0,T,San Francisco,LA Chargers,SF,LAC,NW,AW,A,1-2,0,0,0,1,1,2,0,0.5,2,1461,-0.0068,1.1238,1,2,0,0.5,2,1527,-0.0117,1.1746,4,4LA Chargers,LA Chargers,San Francisco,10,5.15,8.23,5,6.31,3,8,9,0.91,4.92,7.01,3.92,6.13,15.25,8.13,14.07,3,9,7.2,4.92,5.26,8.2,10,9.5,4.43,5.96,3.9,3,10.05,8.4,12.99,10.47,9,5.83,4.6,12.56,4,7,2.5,7.02,8.3,2.03,4.5,-1,9.63,0.34,8.7,10.5,8,2.58,13.15,5,10.13,3.46,5.7,5.3,6.63,3.584276829,27,29,2,27,29,-8,0,3,1,2
0,T,Carolina,N.Y. Giants,CAR,NYG,NS,NE,H,2-1,1,0,0,0,2,1,0,2,10,1569,0,1.2069,1,3,0,0.3333,1.6667,1391,-0.0135,1.07,5,5Carolina,Carolina,N.Y. Giants,6.5,8.48,8.95,9,10.31,5,28.5,10,12.74,12.84,11.74,7.62,8.92,12.64,13.2,7,12,7,8.3,9.19,8.19,9.1,6.5,6.5,19.08,12.63,9.6,8.83,10.29,8.8,2.77,13.42,7.3,9.38,10.7,13.78,7,9,15.2,5.26,9.7,3.11,2.5,3.5,8.67,16,13,6,17,15.61,7.62,7.42,-0.43,3,9.1,7.34,7.97,4.475239745,31,33,2,33,31,-4.5,0,3,2,1
0,T,Cleveland,Baltimore,CLE,BAL,AN,AN,H,1-2-1,1,1,1,0,1,2,1,0.5,2.5,1320,-0.006,1.0154,3,1,0,3,15,1587,0.0219,1.2208,5,5Cleveland,Cleveland,Baltimore,-3,-6.06,-8.49,-8,-7.34,-4,-27,-8,-7.48,-9.87,-6.99,-5.31,-6.07,-10,-9.92,-12.52,-9,-4,-3.8,-5.44,-6.39,-5,-3,-3,-10.78,-9.56,-4.6,-2.32,-5.33,-5.7,-0.39,-12.37,-3.1,-7,-15.7,-8.93,-7,-9,-6.9,-4.26,-4.5,-2.84,-0.5,-7.5,-7.99,-9.88,-10.8,-4,-13,-7.59,-9.06,5.25,-7,-2.27,-5,-5.04,-3.57,4.50933882,9,12,3,12,9,6,1,4,2,2
0,T,Detroit,Green Bay,DET,GB,NN,NN,H,1-3,1,1,1,0,1,3,0,0.3333,1.6667,1489,-0.0053,1.1454,2,1,1,2,10,1487,0.0199,1.1438,5,5Detroit,Detroit,Green Bay,1.5,-1.49,-6.67,-3,-0.29,0.01,-5,4,0.86,-3.83,1.36,-1.17,-2.37,-4.15,-4.62,-7,1,1.5,-0.6,-1.54,-1.52,2.7,-1,-1,6.12,4.07,0.3,-2.18,1.28,1.8,1.3,-5.95,-0.5,0.01,-2.7,1.53,0.01,4,3.7,-1.73,3.2,0.63,4.5,-4.5,-0.09,-6.81,-9.6,-1.5,7,2.74,-1.8,-5.17,5.54,-0.11,-1.1,2.96,1.7,3.717942696,23,31,8,31,23,6.5,0,4,2,2
0,T,LA Chargers,Oakland,LAC,OAK,AW,AW,H,2-2,1,1,1,0,2,2,0,1,5,1533,0.0046,1.1792,1,3,0,0.3333,1.6667,1424,0.0056,1.0954,5,5LA Chargers,LA Chargers,Oakland,5,7.06,9.46,6,8,6,15,18,11.21,6.58,4.39,5.53,7.86,5.74,5.74,-13.31,11,5.5,6,6.62,7.29,8.7,4.5,7.5,13.54,9.09,6.6,6.84,7.77,9,6.04,6.57,6.1,7.18,11.3,12.67,3,5,11.4,5.1,8.5,1.64,3.5,2.9,8.62,13.66,5.85,6.5,15,11.29,4.9,5.5,7.4,3.16,8,6.59,5.98,3.280235851,10,26,16,26,10,11,0,4,2,2
0,T,New England,Indianapolis,NE,IND,AE,AS,H,2-2,1,0,0,0,2,2,0,1,5,1609,0.0126,1.2377,1,3,0,0.3333,1.6667,1400,-0.0141,1.0769,5,5New England,New England,Indianapolis,10,7.94,3.39,8,8.62,9,14.5,16,10.82,7.31,1.12,5.14,8.72,3.95,2.22,-7,12,10,9.1,6.66,9.03,12,10,10,19.89,11.69,8.1,7.18,9.97,14.1,3.24,5.55,10.2,8.93,2.4,7.55,9,14,10.4,10.56,11.9,5.87,6,5.6,10.02,3.1,2.45,9.5,12,17.41,2.95,2.25,6.04,7.63,10.1,8.86,6.62,4.282935985,24,38,14,38,24,4,0,4,2,2
0,T,New Orleans,Washington,NO,WSH,NS,NE,H,3-1,1,0,0,0,3,1,0,3,15,1599,0.012,1.23,2,1,0,2,10,1489,0,1.1454,5,5New Orleans,New Orleans,Washington,6,5.37,1.11,5,5.86,9,9,10,7.19,-2.3,7.91,0.3,6.82,0.3,0.99,-7,11,6,7,5.69,5.23,6.6,6.5,6.5,12.78,7.05,7.5,4.81,7.22,7.6,3.85,2.97,6.5,6.58,-3.6,7.6,7,6,10.9,6.56,6.8,2.34,6.5,3.1,4.21,3.81,2.85,7,9,11.21,1.38,14.92,5.15,4.52,8.6,5.58,4.97,3.772903181,19,43,24,43,19,18,0,4,2,2
0,T,Philadelphia,Minnesota,PHI,MIN,NE,NN,H,2-2,1,0,0,0,2,2,0,1,5,1622,-0.0104,1.2477,1,2,1,0.5,2.5,1541,-0.009,1.1854,5,5Philadelphia,Philadelphia,Minnesota,3.5,5.5,3.28,4,5.57,3,6,2,11.24,7.89,10.57,5.76,5.91,7.31,8.25,7,10,3.5,3.7,7.97,4.75,2.9,3.5,3,7.27,5.6,4.4,4.95,3.99,2.6,3.38,9.33,3.7,5.05,2.8,9.84,3,5,11.3,4.66,2.5,1.41,3,1.9,3.54,12.8,4.75,5,10,5.52,5.11,-7.5,9.63,5.67,4.3,5.09,6.6,3.404709096,23,21,-2,21,23,-5.5,1,4,2,2
0,T,Pittsburgh,Atlanta,PIT,ATL,AN,NS,H,1-2-1,1,0,0,0,1,2,1,0.5,2.5,1547,-0.0215,1.19,1,3,0,0.3333,1.6667,1566,-0.0063,1.2046,5,5Pittsburgh,Pittsburgh,Atlanta,3.5,2.81,5.98,4,2.47,3,9,-2,-0.22,1.19,2.92,1.85,3.52,0.49,0.31,-7,-1,3.5,3.8,3.39,2.52,2.9,3.5,3,0.39,0.69,4.6,6.12,2.94,2.9,3.45,0.24,3.3,2.44,0.5,3.52,5,2,-0.9,2.23,2,0.99,4.5,9.2,2.96,-0.81,2.95,4.5,-3,2.37,1.87,7,5.67,3.67,0.7,2.04,1.49,2.617162412,17,41,24,41,17,20.5,0,4,2,2
0,T,Tennessee,Buffalo,TEN,BUF,AS,AE,A,3-1,0,0,0,1,3,1,0,3,15,1523,0.0113,1.1715,1,3,0,0.3333,1.6667,1474,-0.0193,1.1338,5,5Buffalo,Buffalo,Tennessee,-6,-1.94,-6.39,-3,-3.61,-4,-12,1,-2.06,-11.41,-5.48,-3.63,-1.94,-7.94,-7.49,-1,-2,-5.5,-4.6,-2.26,-2.65,-2.8,-3.5,-4,-7.21,-0.32,-5.8,-3.64,-0.38,-2.9,-0.03,-7.97,-3.4,-2.85,-5.9,-2.14,-1,3,-4.5,-5.1,-2.8,-0.02,-1,-6.4,-2.45,-9.42,-0.45,-3,-1,-3.6,-5.43,-4.25,-7.76,-6.58,-6.2,-0.5,-2.27,2.985350966,12,13,1,12,13,7,1,4,2,2
0,T,N.Y. Giants,Carolina,NYG,CAR,NE,NS,A,1-3,0,0,0,1,1,3,0,0.3333,1.6667,1391,-0.0135,1.07,2,1,0,2,10,1569,0,1.2069,5,5Carolina,Carolina,N.Y. Giants,6.5,8.48,8.95,9,10.31,5,28.5,10,12.74,12.84,11.74,7.62,8.92,12.64,13.2,7,12,7,8.3,9.19,8.19,9.1,6.5,6.5,19.08,12.63,9.6,8.83,10.29,8.8,2.77,13.42,7.3,9.38,10.7,13.78,7,9,15.2,5.26,9.7,3.11,2.5,3.5,8.67,16,13,6,17,15.61,7.62,7.42,-0.43,3,9.1,7.34,7.97,4.475239745,31,33,2,31,33,-4.5,0,4,2,2
0,T,Miami,Cincinnati,MIA,CIN,AE,AN,A,3-1,0,0,0,1,3,1,0,3,15,1491,-0.0132,1.1469,3,1,0,3,15,1517,0.0066,1.1669,5,5Cincinnati,Cincinnati,Miami,6,6.83,5.96,6,8.22,7,8.5,13,6.85,7.71,9.44,4.72,5.51,12.85,12.36,7,11,6,7.1,6.57,7.19,5.5,5.5,6,13.65,6.66,8.2,3.54,5.8,6.6,2.2,12.57,7.1,7,14.7,12.18,7,6,15.6,4.96,5.6,1.25,4.5,2.6,9.7,11.25,10.25,5.5,12,4.79,9.94,13,16.36,0.25,7.6,5.42,4.97,3.41956204,17,27,10,17,27,4,0,4,2,2
0,T,Baltimore,Cleveland,BAL,CLE,AN,AN,A,3-1,0,1,0,0,3,1,0,3,15,1587,0.0219,1.2208,1,2,1,0.5,2.5,1320,-0.006,1.0154,5,5Cleveland,Cleveland,Baltimore,-3,-6.06,-8.49,-8,-7.34,-4,-27,-8,-7.48,-9.87,-6.99,-5.31,-6.07,-10,-9.92,-12.52,-9,-4,-3.8,-5.44,-6.39,-5,-3,-3,-10.78,-9.56,-4.6,-2.32,-5.33,-5.7,-0.39,-12.37,-3.1,-7,-15.7,-8.93,-7,-9,-6.9,-4.26,-4.5,-2.84,-0.5,-7.5,-7.99,-9.88,-10.8,-4,-13,-7.59,-9.06,5.25,-7,-2.27,-5,-5.04,-3.57,4.50933882,9,12,3,9,12,6,1,4,2,2
0,T,Dallas,Houston,DAL,HOU,NE,AS,A,2-2,0,0,0,1,2,2,0,1,5,1525,0.0053,1.1731,1,3,0,0.3333,1.6667,1383,0.0147,1.0638,5,5Houston,Houston,Dallas,3.5,1.71,3.44,0.25,0.31,3,-20,-12,-5.57,3.49,3.75,3.34,0.1,3.86,2.84,-7,-3,3.5,2.6,1.07,1.94,1.7,3.5,3,-6.06,-2.38,2.2,-0.11,0.32,1.5,1.14,1.17,3.3,1.7,4.2,1.93,1,-3,-1.6,2.24,1.7,-1.02,5.5,2.4,2.87,-0.73,4.65,3.5,-13,-12.75,3.32,9.25,3.97,2.12,3.1,-0.45,1.22,5.141274865,16,19,3,16,19,-0.5,0,4,2,2
0,T,Oakland,LA Chargers,OAK,LAC,AW,AW,A,1-3,0,1,0,0,1,3,0,0.3333,1.6667,1424,0.0056,1.0954,2,2,0,1,5,1533,0.0046,1.1792,5,5LA Chargers,LA Chargers,Oakland,5,7.06,9.46,6,8,6,15,18,11.21,6.58,4.39,5.53,7.86,5.74,5.74,-13.31,11,5.5,6,6.62,7.29,8.7,4.5,7.5,13.54,9.09,6.6,6.84,7.77,9,6.04,6.57,6.1,7.18,11.3,12.67,3,5,11.4,5.1,8.5,1.64,3.5,2.9,8.62,13.66,5.85,6.5,15,11.29,4.9,5.5,7.4,3.16,8,6.59,5.98,3.280235851,10,26,16,10,26,11,0,4,2,2
0,T,Indianapolis,New England,IND,NE,AS,AE,A,1-3,0,0,0,1,1,3,0,0.3333,1.6667,1400,-0.0141,1.0769,2,2,0,1,5,1609,0.0126,1.2377,5,5New England,New England,Indianapolis,10,7.94,3.39,8,8.62,9,14.5,16,10.82,7.31,1.12,5.14,8.72,3.95,2.22,-7,12,10,9.1,6.66,9.03,12,10,10,19.89,11.69,8.1,7.18,9.97,14.1,3.24,5.55,10.2,8.93,2.4,7.55,9,14,10.4,10.56,11.9,5.87,6,5.6,10.02,3.1,2.45,9.5,12,17.41,2.95,2.25,6.04,7.63,10.1,8.86,6.62,4.282935985,24,38,14,24,38,4,0,4,2,2
0,T,Minnesota,Philadelphia,MIN,PHI,NN,NE,A,1-2-1,0,0,0,1,1,2,1,0.5,2.5,1541,-0.009,1.1854,2,2,0,1,5,1622,-0.0104,1.2477,5,5Philadelphia,Philadelphia,Minnesota,3.5,5.5,3.28,4,5.57,3,6,2,11.24,7.89,10.57,5.76,5.91,7.31,8.25,7,10,3.5,3.7,7.97,4.75,2.9,3.5,3,7.27,5.6,4.4,4.95,3.99,2.6,3.38,9.33,3.7,5.05,2.8,9.84,3,5,11.3,4.66,2.5,1.41,3,1.9,3.54,12.8,4.75,5,10,5.52,5.11,-7.5,9.63,5.67,4.3,5.09,6.6,3.404709096,23,21,-2,23,21,-5.5,1,4,2,2
0,T,Cincinnati,Pittsburgh,CIN,PIT,AN,AN,H,4-1,1,1,1,0,4,1,0,4,24,1534,0.0112,1.18,2,2,1,1,6,1575,0.0174,1.2115,6,6Cincinnati,Cincinnati,Pittsburgh,1.5,2,2.55,4,1.69,1,-3,-1,1.43,5.13,4.19,4.92,2.16,4.36,3.32,5.06,1,1.5,3.4,4.53,0.84,-2.3,2,2.5,5.15,1.55,4.4,8.88,0.63,-1.8,3.81,0.4,0.3,1.55,2.9,5.03,0.01,-2,-1.4,-1.32,-1.4,-0.49,-1.5,-3,1.06,8.01,3.75,1,-3,3.11,5.05,-3.15,2.54,3.53,0.1,2.15,1.64,2.863555789,28,21,-7,21,28,-8.5,1,5,2,3
0,T,Dallas,Jacksonville,DAL,JAX,NE,AS,H,2-3,1,0,0,0,2,3,0,0.6667,4,1508,-0.0118,1.16,3,2,0,1.5,9,1554,-0.0108,1.1954,6,6Dallas,Dallas,Jacksonville,-3,-0.21,-4.84,-2,-2.46,0.01,-3,-2,-2.51,-4.5,-3.65,0.14,-0.04,-3.34,-3.97,7,2,-3,-1.3,-1.43,0.27,-1.3,-3,-1.5,-3.97,-1.81,0.5,-0.49,-1.86,-1.2,-6.08,-6.57,0.3,-2,-6.9,-3.21,-3,1,-0.8,-1.69,-2.1,1.25,-0.5,-6.9,2.16,-6.61,-3.6,-1,-3,-1.53,-3.62,-1.8,-8.48,-5.04,-2.5,-0.39,-0.61,2.493106976,7,40,33,40,7,36,1,5,2,3
0,T,Houston,Buffalo,HOU,BUF,AS,AE,H,2-3,1,0,0,0,2,3,0,0.6667,4,1400,0.013,1.0769,2,3,0,0.6667,4,1480,0.0048,1.1385,6,6Houston,Houston,Buffalo,10,5.24,11.72,3,4.88,8,-12.5,-3,0.55,13.8,4.31,8.18,4.01,8.78,7.96,14.42,4,9,7.7,2.67,7.39,8,10,9.5,-0.91,1.79,6.9,2.71,5.07,7.7,-11.39,8,9.1,5,5.4,2.03,5,2,2.8,9.13,7.8,0.64,6.5,3.9,10.66,4.67,1.75,7.5,-2,-3.75,8.21,12.4,11.22,9.78,8,3.08,3.2,4.521249744,13,20,7,20,13,-3,0,5,2,3
0,T,Miami,Chicago,MIA,CHI,AE,NN,H,3-2,1,0,0,0,3,2,0,1.5,9,1474,-0.0114,1.1338,3,1,0,3,18,1507,0,1.1592,6,6Miami,Miami,Chicago,-5.5,-1.98,-3.66,-0.25,-2.61,-1,3,1,-1.22,-12.2,-2.25,-4.42,0.41,-5.62,-5.61,4,-6,-4.5,-2,-2.46,-2.04,-2.5,-3.5,-2,-3.86,-0.5,-1,1.34,-0.94,-2.6,7.02,-11.51,-1.4,-2.04,-9.8,-1.64,-2,2,-11.5,-2.21,-3.2,1.52,2,-6.3,-4.86,-3.52,-7.75,-1.5,-1,4.02,-3,-5.95,0.18,-8.76,-3.5,-1.37,-1.73,3.293796402,28,31,3,31,28,8.5,1,5,2,3
0,T,Minnesota,Arizona,MIN,ARI,NN,NW,H,2-2-1,1,0,0,0,2,2,1,1,6,1557,0.0104,1.1977,1,4,0,0.25,1.5,1438,0.0235,1.1062,6,6Minnesota,Minnesota,Arizona,10,8.24,8.87,7,8.87,12,6,9,10.34,10.87,3.75,6.92,9.06,6.01,5.66,-7,12,10,10.3,4.84,10.06,9.2,10,10.5,12.69,9.7,10,14.32,10.56,10.3,14.35,1.54,10,9,11.1,7.85,7,6,5,7.44,9.4,3.14,8.5,9.2,13.83,7.28,4.3,12,22,7.72,6.53,17.25,11.05,9.37,10,7.02,7,3.538143239,17,27,10,27,17,0,0,5,2,3
0,T,N.Y. Giants,Philadelphia,NYG,PHI,NE,NE,H,1-4,1,1,1,0,1,4,0,0.25,1.5,1387,-0.0029,1.0669,2,3,0,0.6667,4,1606,-0.0099,1.2354,6,6N.Y. Giants,N.Y. Giants,Philadelphia,-2.5,-0.78,-3.96,-1,-2.41,-1,-15.5,-1,-10.47,-1.65,1.79,0.87,-2.21,4.06,4.38,-7,-11,-2.5,-1,0,-1.29,-2.6,-3,-3,-8.22,-6.08,1.1,-3.31,-4.13,-2.7,5.28,3.34,-1.1,-1.65,2.8,0.26,-1,-6,-2.4,-2.55,-1.8,-1.54,-0.5,-1.5,0.11,-2.98,2.5,-2.5,-13,-8.24,3.49,2.2,2.41,-1.32,-3.5,-3.74,-3.2,4.544541805,34,13,-21,13,34,-18.5,0,5,2,3
0,T,N.Y. Jets,Indianapolis,NYJ,IND,AE,AS,H,2-3,1,0,0,0,2,3,0,0.6667,4,1448,0.0176,1.1138,1,4,0,0.25,1.5,1392,-0.0057,1.0708,6,6N.Y. Jets,N.Y. Jets,Indianapolis,2.5,3.92,5.27,6,5.23,3,0.01,-3,6.79,10.48,5.22,6.9,3.54,10.2,11.24,-1.7,3,3,3.9,5.22,3.34,5.8,2.5,3.5,6.74,4.73,5.3,9.55,5.54,6.8,12.94,10.94,3.8,5.27,3.5,8.59,5,3,5.5,0.47,5.7,1.09,4,3.5,-0.2,10.42,5.45,3,-2,11.21,6.77,3,7.66,0.18,4.6,3.44,2.49,3.14478175,34,42,8,42,34,5.5,0,5,2,3
0,T,Oakland,Seattle,OAK,SEA,AW,NW,H,1-4,1,0,0,0,1,4,0,0.25,1.5,1410,-0.0098,1.0846,2,3,0,0.6667,4,1530,-0.0071,1.1769,6,6Oakland,Oakland,Seattle,-3,-5,-4.29,-1,-5.09,-2,-1,-7,-4.13,-7.96,-4.17,-4.42,-4.68,-8.08,-7.88,3.15,-9,-3,-3.6,-3.94,-5.51,-6.8,-3,-3,-9.06,-7.75,-4.3,-6.1,-4.7,-6.3,0.72,-8.83,-3.5,-5,-4.6,-7.6,-3,-4,-8.8,-2.67,-6.9,-1.97,0.5,-8.3,-5.58,-9.65,-9.6,-2,-8,-5.29,-2.51,-8.8,-1.11,-0.92,-4.7,-1.05,-5.12,2.872138306,27,3,-24,3,27,-21,0,5,2,3
0,T,Tennessee,Baltimore,TEN,BAL,AS,AN,H,3-2,1,0,0,0,3,2,0,1.5,9,1516,-0.0046,1.1662,3,2,0,1.5,9,1564,-0.0145,1.2031,6,6Tennessee,Tennessee,Baltimore,-2.5,-1.16,-0.61,-2,-2.72,1,-4,1,-2.91,-8.03,-4.79,-2.02,-0.07,-6.49,-7.31,0.28,-3,-2.5,-2,1.27,-2.45,-2,-2.5,0,1.68,-0.98,-1,3.15,-2.1,-2.5,0.49,-11.26,-1.5,-2.45,-8.3,-2.92,-6,-4,-3.4,-1.13,-2.7,0.4,2,-8,-2.48,-4.86,-6.2,1,-1,6.38,-5.09,-7,-3.07,-1.92,-0.5,-1.97,-0.35,3.34707537,21,0,-21,0,21,-18.5,0,5,2,3
0,T,Washington,Carolina,WSH,CAR,NE,NS,H,2-2,1,0,0,0,2,2,0,1,6,1473,-0.0107,1.1331,3,1,0,3,18,1573,0.0025,1.21,6,6Washington,Washington,Carolina,-1,0.01,-1.41,-1,-0.73,1,-1,-1,-2.2,-1.31,-2.48,0.49,-0.78,2.11,1.06,-2.03,-1,-1,0.8,-0.75,0.3,-0.9,1.5,-1,-7.88,-1.57,0.6,-0.31,-0.55,-1.4,-4.34,-1.82,1.1,-1,4.4,-0.69,-1,-2,-4.5,-1.62,-1.2,0.09,4.5,-1.6,1.78,-2.39,-0.2,1.5,-4,-5.33,-0.29,-3.25,6.05,0.79,-2.5,1.09,0.02,2.304673456,17,23,6,23,17,7,1,4,2,2
0,T,Tampa Bay,Atlanta,TB,ATL,NS,NS,A,2-2,0,1,0,0,2,2,0,1,6,1481,0,1.1392,1,4,0,0.25,1.5,1538,-0.0173,1.1831,6,6Atlanta,Atlanta,Tampa Bay,3,4.2,2.28,0.25,3.24,5,-4.5,11,3.4,3.28,0.23,3.37,3.39,0.17,0.23,-3.88,5,3,3.8,1.19,5.57,8.7,3.5,3.5,1.27,4.87,4.1,-9.27,4.97,8.8,-10.29,1.91,6.2,3.39,0,2.32,1,6,3.7,4.75,8.1,2.11,3,-1,5.36,-3.21,3,5,14,4.64,4.03,0.6,-4.21,1.87,7.5,6.13,2.72,3.786315098,29,34,5,29,34,2,0,4,2,2
0,T,Pittsburgh,Cincinnati,PIT,CIN,AN,AN,A,2-2-1,0,1,0,0,2,2,1,1,6,1575,0.0174,1.2115,4,1,0,4,24,1534,0.0112,1.18,6,6Cincinnati,Cincinnati,Pittsburgh,1.5,2,2.55,4,1.69,1,-3,-1,1.43,5.13,4.19,4.92,2.16,4.36,3.32,5.06,1,1.5,3.4,4.53,0.84,-2.3,2,2.5,5.15,1.55,4.4,8.88,0.63,-1.8,3.81,0.4,0.3,1.55,2.9,5.03,0.01,-2,-1.4,-1.32,-1.4,-0.49,-1.5,-3,1.06,8.01,3.75,1,-3,3.11,5.05,-3.15,2.54,3.53,0.1,2.15,1.64,2.863555789,28,21,-7,28,21,-8.5,1,5,3,2
0,T,LA Chargers,Cleveland,LAC,CLE,AW,AN,A,3-2,0,0,0,1,3,2,0,1.5,9,1547,0.0091,1.19,2,2,1,1,6,1344,0.0174,1.0338,6,6Cleveland,Cleveland,LA Chargers,0,-0.52,-2.88,-0.25,-0.84,-2,-6,-7,-2.33,1.95,2.8,2.52,-2.39,4.9,5.32,-3.97,-3,0,0.9,0.63,-1.2,-1.4,-1.5,-2,-4.28,-2.6,2.8,1.44,-1.27,-1.9,-7,5.03,0.3,-1,-5.9,0.79,1,-6,-0.5,-3.31,-0.7,-1.3,0.5,-1,-3.42,-3.23,3.8,-1,-9,-3.69,1.25,3.1,0.91,0.22,-2.4,-1.71,-1.03,3.367372919,38,14,-24,38,14,-24,1,5,3,2
0,T,Jacksonville,Dallas,JAX,DAL,AS,NE,A,3-2,0,0,0,1,3,2,0,1.5,9,1554,-0.0108,1.1954,2,3,0,0.6667,4,1508,-0.0118,1.16,6,6Dallas,Dallas,Jacksonville,-3,-0.21,-4.84,-2,-2.46,0.01,-3,-2,-2.51,-4.5,-3.65,0.14,-0.04,-3.34,-3.97,7,2,-3,-1.3,-1.43,0.27,-1.3,-3,-1.5,-3.97,-1.81,0.5,-0.49,-1.86,-1.2,-6.08,-6.57,0.3,-2,-6.9,-3.21,-3,1,-0.8,-1.69,-2.1,1.25,-0.5,-6.9,2.16,-6.61,-3.6,-1,-3,-1.53,-3.62,-1.8,-8.48,-5.04,-2.5,-0.39,-0.61,2.493106976,7,40,33,7,40,36,1,5,3,2
0,T,LA Rams,Denver,LAR,DEN,NW,AW,A,5-0,0,0,0,1,5,0,0,1,6,1620,0.0068,1.2462,2,3,0,0.6667,4,1419,-0.0173,1.0915,6,6Denver,Denver,LA Rams,-6.5,-7.15,-10.08,-8,-9.27,-8,-41,-13,-9.99,-15.02,-9.77,-7.37,-6.9,-10.55,-10.07,-7,-11,-6.5,-6.7,-7.29,-7.08,-8.1,-6.5,-7,-14.59,-8.08,-6.4,-8.01,-10.76,-9.4,-7,-11.57,-7.1,-8.1,-16.3,-9.86,-4,-2,-12.4,-7.44,-9.4,-0.81,-3,-5.8,-10.04,-11.61,-11.6,-6.5,-16,-10.03,-6.09,-12.6,-7.93,-9.05,-7.6,-4.63,-7.63,5.452702855,23,20,-3,23,20,3.5,0,5,3,2
